content,score
menjadi pencari informasi dan teman diskusi yg cukup baik. walau sebenarnya harus dikurangi pemakaiannya terkait dengan pasokan air bersih yg justru akan digunakan untuk pendinginan akibat pemakaian ai semacam ini,5
"pas masih nunggu respon, keluar aplikasi, pas balik ke aplikasi malah ngga di lanjutin respon ya, ngerepotin banget ini, tapi buat sisanya itu bagus sebagai ai cuma responnya lumayan makan waktu",2
"lag terus tidak sinkron dengan permintaan ketikan, malah dikasih video atau gambar padahal gak minta sama sekali",1
"overall sangat bagus cuman ada beberapa mungkin kesalahan koreksi kata atau gimana, next tolong di update",5
"kalau saran dari saya sih, tolong banget, buat aplikasi ini dapat memperjelas gambar nya, pada saat saya minta untuk membuat gambar",5
apk nya bagus aku suka keren pokok dan sangat membantu sekali udah itu aj hehe..,5
"mohon perbaiki kenapa gemimi saat saya. menggunakan fitur live tiba tiba bilang gini ±""saya tidak bisa membantu anda terkait hal tersebut""",1
bagus bgt menurut ku bisa jadi temen robot dan bisa bikin dongeng da yang paling worit itu ADALAH!!!!! geratis,5
sangat bagus dan tepat ai Gemini sangat diperlukan oleh masyarakat sekitar yang membutuhkan bantuan untuk belajar berbahasa dan lain saya harap ai Gemini bisa berkembang menjadi lebih bagus lagi,5
"untuk detail nya lumayan bagus, walau hasil dari hitam putih ke warna masih kurang pas .",4
Gemini kok berbayar buat bikin video!!!!!!!!kenapa berbayar kan jadi susah kan yang lain harus pake kredit kalo Gemini kan gak tapi kenapa harus berbayar!!!!!,1
"Sudah ketik prompt, belum jadi foto sudah minta di update. Padahal aplikasinya sudah saya update. Setelah aplikasinya diperbaiki akan saya beri bintang 5.",2
"Kenapa aplikasinya sejak tadi nggak bisa di buka? padahal kemarin bisa, udah uninstall dan install ulang tetap tidak bisa di buka? semua aplikasi google dll, udah update terbaru lho ni",5
apk nya sangat bagus dan sangat membantu saya kalo menurut saya apk nya sudah bagus👍 tapi bisa kali di update lagi biar lebih responsif dan jawaban nya semakin akurat,5
"setelah saya mempelajari aplikasih ini ternyata lebih menarik dari aplikasi yang saya download, semoga aplikasi ini selalu membantu saya dalam kesulitan dalam pemahaman. terimakasih semoga kedepannya saya punya banyak waktu untuk melakukan hal yang harus dilakukan dengan cara menyusun perencanaan pembelajaran ilmu pengetahuan sosial melalui aplikasi Gemini ini. mari kita belajar bersama diaplikasi Gemini semoga selalu membantu siapa pun yang membutuhkan aplikasi Gemini ini.",5
"tiap minta edit in gambar sering bgt ga sesuai sama yang aku minta, padahal text ny udh jelas. malah kadang-kadang ga di kasih foto editan nya. bener"" bikin emosi.",1
"saya masih terus menggunakan aplikasi gemini sebagai asisten saya ,lumayan membantu dan juga cukup baik dalam penalaran,terimakasih gemini",5
"Tidak bisa digunakan,sudah berlangganan hanya tertera ""Tidak bisa membuat lebih banyak gambar hari ini"". Jangan berlangganan,its just scam.",1
"Bagus sih.... Tapi gak tau ya... Menurut gw respon nya masih agak kaku, apa karena gw udah terbiasa pakai yang di sebelah ya?😅. Dan oh ya.... Berat coy..... Buka camera aja lama..... (Gak seperti di sebelah) Tapi mungkin karena hp gw aja ya yang terlalu kentang 🥔",5
"rasio gmbr ny udh g bisa di custom, selalu 1:1 terus. ai nya jg g bisa generate gambar, walau udh ngasih prompt gambar nya gk muncul.",1
"tidak dapat mengedit gambar karena keterbatasan,kalo emang ga niat buat aplikasi gausah di buat pembuatnya nih yang terbatas pikirannya burikk",1
Tolong tambahan tombol pengaturan aspect ratio pada saat ingin membuat video. Karena itu sangat penting saat ingin membuat video khususnya potrait,3
"Yang jadi musuh terbesar pengguna adalah gemini susah bahkan tidak bisa untuk mengintegrasikan intruksi atau aturan yang ditetapkan pengguna. meski sistem telah mencatat, tapi selalu dilangggar.",3
apalah ke klik mode belajar sedikit aja gak bisa dinonaktifkan mode gak guna masa harus bikin chat baru kan gak jelas tolong lah bisa di nonaktifkan tanpa harus bikin chat baru!,1
"Ai sering mengirim foto yang sama. berulang ulang, Tidak patuh apalagi tentang sudut kamera, saya minta low angle tapi tidak pernah sesuai",1
"Lebih cerdas dan berkualitas dalam jawaban, jawaban yang dihasilkan sudah ada data asli nya sehingga kredibilitas nya tidak diragukan, namun waktu respond masih cukup lambat.",5
Baru baru ini donlod dan dipakai untuk mengedit foto2 lama. Tiba2 tidak bisa digunakan dan harus UPGRADE serta berbayar. Payah !!,2
padahal awal bisa ngedit foto pas update malah gk bisa buat ful memori aja nih apk,1
mantep bener bisa mengedit 2 /3 photo yg berbeda menjadi satu photo yg kita inginkan...harapan saya jangan ada limit pengeditan. terimakasih,5
"saat mau mengedit selalu ada notif gemini perlu update versi terbaru, pas saya cek di playstore udah terupdate dan bertuliskan buka, bukan update. itu kenapa ya GOOGLE!!",4
"pokoknya kalau gemini ini update,gemini sudah harus bisa mengingat percakapan selama 7 hari atau sebulan atau setahun atau bahkan selamanya,dari segi fitur sudah bagus sekali,tapi tolong di buat lebih berwarna,menarik dan mencolok namun tetap sopan dan estetik,aku juga mau kalau gemini ini bisa berbicara tidak kaku kayak robot dan dapat menggunakan bahasa yang lebih gaul dan tak baku dan kaku.terimakasih,mohon segera yaaa.oh ya,aku mau gemini ini juga dapat mengetahui info pribadi akun,dadahhhhh",4
"entah ini bug atau bagaimana tapi kok hp saya nge lag setelah ai nya mengenerate jawaban, padahal spek hp saya gk kentang2 amat , ram 8/256gb ufs 3.1, Snapdragon 870",2
"tolong di perbaiki lagi aplikasi ini saya sangat susah membuat gambar di aplikasi ini saya coba terus menerus sampai besok tidak bisa terus saya membuat gambar tolong di perbaiki cepat,",1
"ini sangat mantap terutama bisa buat cerita ini sangat keren sama mantap harus wajib ⭐5 ini mantap sekali sama harus di-upgrade ya bang lebih keren lagi ya biar bisa mode pro gitu sama tambahkan oh iya saya yang seringnya itu buat cerita tentang pesawat tapi lebih mantap lagi kalau ini kasih 🌟 10 ini sangat mantap sama harus download sekarang juga karena ini paling bagus seluruh dunia, 👍🏾👍🏾👍🏾⭐🌟🌟☄️☄️🏵️🏵️🌻🏵️🏵️👍🏾🪻🏵️🌻🌼🌼🌹🌺🌸🌸🌸🌸🌺🌹🌹🌹🌼🌼🌻😁😁😁 Gemini 😁😁😁😁😁😁😁😁😁😁",5
"lebih ribet semua gak bisa dan dikit dikit tidak bisa, hanya melepas kacamata gak bisa, krudung gak bisa",1
"tolong di-benerin dong, karena suka ngebug kalo keluar dan masuk ke aplikasi lagi, suka lag gitu dan muncul notifikasi aplikasi tidak merespon",1
"terkadang masih salah saat menjawab pertanyaan padahal sudah yg full versi, padahal kalau di tanya di chat GPT gratisan bisa menjawab dengan benar",4
aplikasi yang sangat luar biasa saya sangat tertarik dengan kecanggihan Gemini benar-benar sempurna apa yang kita inginkan 👍,5
kenapa Gemini saya tidak bisa.. padahal saya mau buat edit foto ai saya lo.. kenapa nggak bisa.. coba dong tolong perbaiki,4
gak optimal apa-apa saya yang Makai selalu salah pokoknya saya gak akan rekomendasi temen-temen saya buat make aplikasi ini buat edit foto soalnya Ai nya gak bisa di andelin,1
"ai nya sangat bagus tapi, lain kali tambahkan , Gemini agar bisa edit foto kita",5
"aplikasi yg bagus, dan semoga kelak semakin di kembangkan lagi dan menjadi lebih baik lagi dengan fitur yg semakin canggih lagi.",5
"aku tidak dapat menerima editan foto darimu,apakah kamu bisa membantu ku dengan editan foto yang aku kirimkan?aku sangat menunggu editan foto itu tapia masih saja kamu menolak,tolonglah aku,aku sangat mau di edit foto🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻tolonglah aku plizsssss",5
"kenapa sih selalu suruh update aplikasi padahal baru di download, giliran mau diupdate malahan nggak ada bacaan di apk play store yang tertulis update biasanya kalau ada aplikasi barunya ad bacaan update, lah ini malah nyuruh buka dibuka malah nyuruh update maksudnya apa bingung lah gue capekk cuman karena apk ini😒😒",1
"bagus, kadang kalo gabut aku suka minta edit foto jadi lebih bagus yang penting harus disebutin SE detail² nya biar hasilnya bagus. approve💫",5
"Saya suka AI buatan google ini apalagi dapat versi pro-nya. Tetapi masih ada kekurangan yang harus diperbaiki bagian saat saya ingin foto di area tertentu. setelah difoto, gambarnya dipotong bagian tepi-tepi gambar atau seperti diperbesar dan juga servernya untuk di laptop karena input promptnya blm ada. Mohon diperbaiki🙏",4
"saya sangat suka, semua foto atau jawaban dapat sangat cepat di jawab. Membuat lebih mudah dan menarik, untuk fiturnya tolong terus seperti ini ya.",5
"Veo 3, Awalnya bagus, namun setelah bayar lebih 3 bulan kualitas makin jelek dan suara seperti robot.",1
AI nya sangat bagus langsung kepenulisan gada basa-basi nya rumusnya sangat mudah dipahami,5
"jelek banget, baru download dan mencoba miniatur figur eh malah suruh updet, dipencet updet tapi diplay store tombol updet gak ada yang ada buka sama uinstal, ya udah uinstal aja lah",1
buat update. saat saya melanjutkan percakapan yang sudah sangat banyak. saya harus scroll kebawah sangat jauhhhhhhh. saya harus mengetik asal agar bisa lompat ke paling bawah,1
Kadang ada bug yang buat tulisannya itu jadi gak jelas kayak nulis 1/2 malah jadi frac{1}{2} tapi overall bagus bagus aja sih.,5
"@BEAT.LEB❤‍🔥:@RAMA• 02:gunakan skala model 1 / 24 dalam ilustrasi, dalam gaya dan lingkungan yang realistis tempat. gambar di meja komputer menggunakan dasar akrilik transparan melingkar tanpa teks apa pun. di layar komputer, tampilkan 3D proses pemodelan gambar. Di sebelah layar komputer,tempatkan mainan bergaya tamiya lalu gunakan model dua tangan mengangkat tinggi akrilik tamia dengan gerakan sedikit memutar produk . kotak kemasan di cetak dengan aslinya karya seni resolusi 8k realistis.",1
"buruk, saya kecewa, selalu setiap edit foto masalah internet jadinya gambar tidak jadi dibuat dan sudah melebihi batas penggunaan. tidak selesai dan juga limit batas harian",1
"terbatas, baru nyoba beberapa kali dah gak bisa,, wajah ku juga banyak berubah di buat nya padahal aku dah bilang jangan ubah wajah🤦‍♀️🤦‍♀️",2
Sering Typo saat membuat gambar dengan ada penjelasan. Sering ga nyambung padahal udah upgrade ke PRO,1
"mau buat lg tp kenapa selalu ada tulisan ""Maaf, saya tidak bisa membuat lebih banyak gambar untuk Anda hari ini, tetapi Anda bisa kembali lagi besok untuk membuat gambar lainnya.""",4
mau ngedit tapi malah disuruh update pas udah buka play store tulisannya sudah di update setelah itu buka gemini eh disuruh update padahal tadi sudah di update.,2
"sangat membantu dalam pengembangan ide, narasi akademik yang saya butuhkan, dan analisis dokumen yang relevan.",5
Top. Untuk update selanjutnya supaya AI nya di perbarui agar bisa bicara dengan lancar tanpa terbata bata dalam bahasa Indonesia,5
"gemini adalah AI terburuk yang pernah saya coba, saya harap gemini ini di hapus dan di gantikan oleh AI yang lebih kompeten dan tidak membuat penggunanya kebingungan dan di bodo bodohi oleh gemini, bahkan untuk memecahkan puzzel saja tidak bisa saya harap sebesar besarnya gemini ini di hapus!",1
"limit harian sekarang sangat kecil dan harus upgrade, dan sering tidak sesuai dengan promp",1
"akun saya dari gratis sampai berlangganan tidak mau mengeditkan foto sama sekali. selalu disuruh update aplikasi, padahal sudah menggunakan aplikasi terupdate.",1
"bagus banget hehe, cuma aku kasih saran... bisa tambahin fitur ingatan jangka panjang pengen AI ini punya memori jangka panjang agar dia bisa paham konteks pengerjaan proyek atau diskusi yang berkelanjutan. cape kalo harus ngejelasin ulang gaya bahasa, latar belakang masalah, dan preferensi setiap kali memulai sesi baru.",5
"baru aja instal masa gabisa bikin foto editan pake prompt katanya harus update versi aplikasi terbaruu, lah kocak kan baru install otomatis udh yg terbaru dongg",1
"good job menemani dalam berbagai hal bahkan memberikan solusi yang sangat bagus, keren dah, tapi takut sii banyak pekerjaan ntar hilang huhuhuhu",5
Saya sangat suka dengan story book ai gemini yang sangat keren. Bisa membuat cerita 10 halaman yg menarik lengkap dgn fambarnya dalam waktu yg singkat. keren sekali aplikasi ini,5
aplikasi nya bagus banget untuk ngedit foto tapi beberapa kali coba ada yg tidak sesuai keinginan sih tapi tetap bagus kok aplikasi nya,5
aplikasi yang sangat membantu untuk mempermudah segala kegiatan digital...dan pekerjaan lainnya,5
"error terus,setiap ada percakapan panjang kadang ngebug,frame drop dan yg paling parah percakapan hilang sendiri",1
"Sejak pakai pro malah mengecewakan, deskripsi dan dan hasil tidak sesuai harapan, sungguh tidak memuaskan, bikin video jg selalu gagal, semua jadi sia2",1
"hasil gambar mendekati sempurna dan sangat baik, walau ada sedikit perbedaan tapi masih sangat baik",5
"Keren banget,, selama ini pake gemini, sangat membantu utk berkreasi terutama dalam mengedit foto",5
"Tentu! Silakan unggah foto yang ingin Anda gunakan. Setelah itu, saya akan mengubahnya menjadi sampul album musik seperti yang Anda bayangkan.",5
karna dia bisa menggabungkan foto saya dan idola saya dan mengedit foto saya terlihat baguss tapi aplikasi ini sangat susah dan aneh banget,3
"sbenar bagus' aja, tpi pas di update malah tambah oon di gemini, aku kirim foto dan soalnya yg sering aku ksih malah dianya ga bisa jawab, dri yg bisa jawab jadi ga bisa jawab(soal tugas sekolah), aku ga update lama loading nya, trus nilai prakarya aku rendah gara' liat gemini, gara' rendah nilai prakarya ulangan aku jadi nol, trus ga bisa remed lgi, apl gblk",1
Aplikasi yang sangat sangat bagus buat edit foto jadi seperti pengedit profesonal kembangkan lagi fitur fitur terbarunya Gemini saya sangat bangga dengan adanya Gemini AI seperti ini,5
"untuk pembuatan gambar dan foto memang top, tapi untuk mode suara sangat kurang hambar generik seperti robot",3
bagus editannya saya suka' tapi kadang editannya GK bisa semirip muka asli nya selalu berubah. kalo bisa editnya muka/wajanya masih di bikin sama ya,4
"apk nya sangat bagus,dan membantu perkembangan pikiran dan pengetahuan menjadi lebih baik, semangat buat developer untuk mengembangkan apknya terus🔥🔥🔥",5
"Gemini ini bagus lo, tidak ada batasnya. kita bisa tanya apa saja dan kapan saja, sayangnya beberapa informasi yang diberikan masih sering salah. Bahkan gemini bersikeras sama jawabannya padahal sudah dikasih fakta, tolong ya diperbaiki lagi. Untuk aplikasinya berharap ada fitur hapus semua percakapan sekaligus, jadi tidak perlu satu persatu.",4
"@Mati Rasa....🥀🥀♂️♂️:kata kuncinya Gemini ai.....Bagi yang belum mengerti dan membutuhkan penjelasan lebih lanjut, saya ingin menjelaskannya selengkap mungkin. Karena saya telah meluangkan waktu untuk mempelajari dan mempelajari subjek dengan serius, saya yakin siapa pun yang mendengar penjelasan ini akan dapat memahaminya dengan mudah. Saya akan mencoba menggunakan bahasa semudah mungkin dan akan berusaha menghindari istilah teknis yang mungkin membingungkan sehingga semua orang dapat menerap",1
"sudah bayar berlangganan, tapi malah keluar bug yang menjengkelkan yaitu ""TIDAK BISA GENERATE GAMBAR UNTUK HARI INI, KEMBALI LAGI BESOK!"" apa ini program PRANK dari Google? sangat kreatif!!!",1
