content,score,category
"So far apk ini bagus bgt!! . Tapi ada beberapa kekurangan , kyk daya ingat si AI ini yang kurang tajam , setelah ngobrol / bikin cerita tb² dianya lupa , terus mungkin bisa ditambahin vitur gambar / video , jadi kalo kita minta rekomendasi dia bisa kasih gambarnya agar kita bisa faham. Mungkin itu aja so apk ini bagus💗🙏🏻‼️",5,Positif
hasil edit foto dan video sangat buruk. berapakali pun saya memberi perintah pembuatan selalu saja salah dalam hasil nya. malah semakin saya minta untuk diperbaiki malah semakin gagal hasilnya mengecewakan,1,Negatif
"Saya udah langganan, kenapa saya setiap Generate gambar malah kena limit. padahal saya udah pro!!!! dan baru Generate beberapa gambar tapi malah kena limit, saya merasa kecewa dan tertipu!",1,Negatif
"koq makin kesini makin males ya apk nya, makin pelit, makin no respon. saya mau edit foto anak saya saja dijawabnya ""Apakah ada ide lain yang bisa saya bantu? Saya bisa membuat gambar untuk Anda, tetapi bukan gambar yang menggambarkan anak di bawah umur seperti itu"" tolonglah emng saya harus menggambarkan oma-oma diatas umur gitu!😡",1,Negatif
ini sangat bagus saya suka soal nya bisa bikin gambar menjadi AI pokok nya bagus deh aku suka🥰🥰🥰🥰🥰,5,Positif
"tidak sesuai dengan iklan. sudah di jelaskan berkali-kali dengan detail setiap katanya tetap tidak di pahami malah berturut-turut kesalahan itu terulang, selalu dan selalu.",1,Negatif
"semenjak rilis nano banana jadi jelek banget lebih suka konsep lama yang sesuai ekspektasi daripada versi sekarang, karna di versi lama itu bagus sesuai, tapi di versi sekarang itu walaupun pake prompt yang sama tetep ga sesuai",1,Negatif
"semua udah oke, edit foto juga oke tapi tolong perbaiki Gemini sering ga respon pas di tanya. jadi harus menghentikan respon dulu baru kita pancing misal ketik hei baru dia normal lagi. tolong di perbaiki lagi dengan benar",4,Netral
menurutku gemini bagus kita bisa minta foto foto gren forest gratis .. kalau ngedet foto cokop bagus yang gratisan ..apa lagi yang pro kalau saya coma pengguna gratisan maklum bajed nya masih minim...😌😌😌,5,Positif
"Aplikasi ini memang mantap 👍👍👍, saya pernah menggunakan AI yang lain, tapi semua AI tersebut bodoh sekali, lalu saya menemukan aplikasi ini, dan ini memang sangat berguna, wajib saya kasi bintang 5, teruskan lagi developer aku mendukungmu ☺️",5,Positif
"Menemukan hasil yang sesuai dengan apa yang, diharapkan dan seharusnya. Lebih berorientasi pada pemikiran sederhana agar, bisa mendapatkan efisiensi terimakasih banyak Gemini.",5,Positif
"sebenarnya apknya bagus, cuman kenapa gemini ai nya itu selalu menghasilkan gambar yang gak saya minta? saya mohon agar diupdate lagi dan gak error seperti itu",4,Netral
"aku barusaja menggunakan nya dan aku kasih tiga bintang sebelum aku melanjutkan mengginakan apk ini, kalau bagus akan kuberi lebih banyak lagi bintang.",3,Netral
sungguh mantap luar biasa aplikasi Gemini sangat penting bagi kami juga bisa membantu kami terima kasih Gemini,5,Positif
aplikasi nya bagus dan sangat membantu sekali dalam apapun,5,Positif
"bagus namun ada sedikit kekurangan tapi fine,menurut opini gw lu best AI overpower.",5,Positif
sangat bagus dan membuat perkerjaan menjadi lebih muuuuudah 🫡🫡🫡🫡,5,Positif
"bagus,tapi waktu pas aku bikin foto ada yang salah,jadi mohon di perbaiki ya",4,Netral
Aplikasi ini sangat membantu sekali untuk saya yang sudah lansia agar tetap berkreasi.,5,Positif
cukup baik biar kami coba dan akan kami tambahkan satu bintang lagi bila aplikasi ini benar benar perfect,4,Netral
tidak bisa mengedit foto sama seperti yang laain,1,Negatif
aneh... beberapa hari ini tiba tiba model tidak bisa mengingat instruksi yang sudah saya simpan lama di halaman info tersimpan meskipun sudah saya hapus dan buat ulang masih tetap tidak mengingat instruksi. saya kirim feedback juga tak ada respon. aku ganti bintang 1 dulu.,1,Negatif
banyak masalah di apk ini entah itu masalah jaringan atau pun yg lain,1,Negatif
manfaat bageddd keren sih harus lebih update always banyak saingan soalnya,5,Positif
"semakin lama obrolan maka semakin tidak dapat diandalkan, tapi sangat bagus di awal obrolan",3,Netral
"dulu gambar yang dihasilkan 8k, unduhan foto 8mbps, sekarang 😿🗿,kita kecewa dengan versi sekarang gambar yang dihasilkan gak ada ghoib, ukuran gambar juga sekarang gak bisa disesuaikan dengan keinginan kita, semenjak ada nano banana semuanya jadi error dan kacau, padahal udah beli pro",1,Negatif
eh terkadang muncul beberapa kesalahan saat proses rendering gambar jadi mungkin perlu diperbaiki lagi,4,Netral
bagus banget untuk memperbagus hasil gambar atau ss,5,Positif
mantap klo bisa jangan berbayar biar banyak yg menggunakan,5,Positif
"mantap, apk yang sangat keren dan membantu",5,Positif
"bagus perlu dibutuhkan jika kita butuh bantuan,dalam hal apapun,terimakasih",5,Positif
"Di update malah makin sering error, gagal membuka chat. lalu suka menghapus chat secara sepihak dengan alasan sensitive inquiry padahal yang saya tulis bukan data sensitif sama sekali. Tadinya kepikiran mau lanjut gemini pro tapi kayanya gak deh!!",1,Negatif
"aplikasi AI yg bagus ,simple mudah digunakan",5,Positif
minta gambar-gambarnya stretching diberikan baru narasi dan deskripsi,4,Netral
bagus buat ngedit tapi tidak cocok untuk melihat jawaban soal saya sudah memperhatikan tidak ada jawaban yang benar,2,Negatif
"bagus, bikin gambarnya cepet walau sedikit loading",4,Netral
"Woi developer, apa ada yang benar-benar memantau kepatuhan instruksi model ini? AI ini terus-menerus berhalusinasi menjalankan perintah yang nggak ada. Aku suruh jangan bikin gambar, dan terus gagal berkali-kali. Ini bukan fitur, ini bug besar yang bikin AI kalian kelihatan nggak kompeten. Perbaiki sekarang.",1,Negatif
Awalnya bagus untuk hasilnya Ai untuk penggabungan foto saya dengan yang lainnya terlihat natural tetapi pas saya coba ke Ai pro kok hasilnya diluar nalar bukannya harusnya lebih baik dan bagus ya?.,5,Positif
Saya rasa buat premium dgn harga dan segmen yg berbeda,4,Netral
"harusnya kita bisa mengedit pesan chat yang sudah lewat sebelumnya seperti aplikasi AI merek sebelah, yang walaupun sudah jauh terlewat kita bisa mengeditnya.",3,Netral
"selalu membuat gambar yang sama, tidak bagus merespon, aku tidak meminta membuat gambar tapi tetap dibuat, saat mengirim tulisan hanya direspon awalnya saja, tidak teliti.",3,Netral
"mahal mahal bayar langganan, Generated Gambar aja terlalu banyak pembatasan yang gak masuk akal. jadi selalu gagal generated karena aturan nya terlalu ketat padahal cuma mau ubah pakaian jadi kaos biasa aja gak terlalu terbuka",1,Negatif
keren apknya bisa membantu sekali dan sangat baik untuk digunakan bisa melakukan apa saja ngobrol atau lainnya senang bisa ada gemini dan membantu sekali,5,Positif
sudah update dan bayar tapi masih belum bisa edit foto dan video,1,Negatif
"Awal pakai bagus banget, tapi makin ke sini makin ngaco setiap butuh bantuan untuk jawab beberapa soal langsung error dan mendadak ganti bahas ke inggris padahal settingan bahasa ga pernah di atur ke bahasa inggris dan selalu stay di bahasa Indonesia. Terus juga kadang pas ngirim foto soal untuk di jawab sistem malah bilang dia ga bisa buka fotonya atau kadang katanya dia ga bisa baca teks yang ada di foto dan cuma bisa nerima soal lewat teks bukan foto. Aneh makin jelek dan mengecewakan!!",2,Negatif
"Saya suka aplikasi ini, canggih dan dapat memenuhi keperluan pengguna. Mendukung percakapan informatif yang sesuai dengan gaya kita. Aplikasi ini berguna dalam merancang ide dan membangun pemahaman yang baik tentang suatu hal melalui kuis-kuis interaktif nya dan berbagai fitur menarik lainnya.",5,Positif
error gak bisa masuk ke akun lain setelag salah klik masuk ke akun yang terhapus,1,Negatif
karena bagus dan bisa buat saya untuk membuat sebuah karya seni yang bagus,5,Positif
Bagus Lain kali ditingkatkan dan tidak ada bug,4,Netral
"aku ga suka aplikasi ini... mode pro nya udah ga bisa digunain lagi, udah berkali kali coba. Hasilnya? ""terlalu banyak permintaan, mohon coba lagi nanti"" gitu aja terus. sebel. gasuka.",1,Negatif
"lumayan untuk merencanakan ide konten, bahkan membantu saya saat menyelesaikan tugas sekolah sungguh bagus",5,Positif
hasilnya bagus sekali dan termasuk cepat.,5,Positif
keren sekali membantu untuk desain pokok nya mantap,5,Positif
Aplikasi ini sangat Bagus meskipun kalau buat gambar sedikit agak lama,5,Positif
mempermudah anak anak belajar dan Bpk ibu guru tidak perlu repot bikin rpp secara mandiri,5,Positif
aplikasi ini bisa membuat foto kita berubah penampilan dan di mana kita berada dan mirip asli. saya suka aplikasi ini,5,Positif
aplikasinya bagus tapi responnya kadang lambat banget,3,Netral
Sangat baguss sekali dan dibutuhkan dalam semuanya,5,Positif
untuk menerjemahkan cerita ke jepang Gemini paling akurat tidak ada kata terpotong namun kelemahannya saat teks disalin tidak ada spasi membuat tulisan menjadi berantakan mohon cepat di tindak lanjuti untuk fitur ini yaa mohon secepatnya karena hanya ai ini yang membantuku,2,Negatif
ada yang perlu di update dulu baru bisa pakai dengan maksimal,3,Netral
sangat bagus sekali dan bagus untuk mengedit apa pun itu,5,Positif
bagus dan sangat baik untuk kita edit foto menjadi ai,5,Positif
"aplikasinya bagus banget, bisa mengerjakan tugas yang kita minta.",5,Positif
"respon yang di berikan cepat, dan ai bisa membantu saya dalam mengenal suatu hal, dengan lebih jelas dan mudah di pahami.",5,Positif
"sya sangat suka mengunakan aplikasi ini dan sanagat membatu sya,megedit lebih bgus dan bgus😊😇 trus,berkembang dgn fitur*cangi dan mantap😊😇",5,Positif
terima kasih... Sudah memberi solusi setiap yg terasa sulit... Mungki bisa lebih di tingkatkan lagi kinerjanya,4,Netral
"sangat muda pengunaannya, dan sesuai dengan imajinasi yang dideskripsikan",5,Positif
"saya merasa kreatifitas saya di batasi saat membuat gambar, kadang printah yang saya beri dianggap berbahaya. atau melangar kebijakan aturan gemini. padahal instruksi yang saya berikan menur saya aman2 saja karna masih dalam batas wajar. seperti minta edit foto dengan kemeja kancingnya dibiarkan tetbuka. cuma ada klimat itu dianggap berbahaya. standar moralnya gemini itu gk jelas gk bisa bedain mana yang masih dalam tahap wajar mana yang than berbahaya. aku bilang aplikasi kolot",1,Negatif
"tambah opsi tombol ganti gambar,biar lebih bnyak lagi tampilan gambar yang realistis muncul",4,Netral
Jujur untuk pake gemini sangat bagus sekali gk kayak asisten google lelet lemot ini langsung set selesai deh,5,Positif
"apaan sih gajelas, tiba2 minta d update padahal baru uninstall. skr pake fto yg lain pas udh finish malah gagal.. tolong yaa d perbaiki lg",1,Negatif
"saya puas banget dengan aplikasi satu ini sangat membantu untuk pekerjaan atau tugas yang kurang dipahami dan mengerti, terimakasi semoga kedepanya akan lebih baik lagi.",5,Positif
"apa yg harus di update?? kalau mau edit selalu ada tulisan suruh update aplikasi, padahal udah di coba nggak ada yg harus di update",5,Positif
"tolong di perbaiki,karna pencarian orang lain ada di riwayat pencarian kita, tolong di perketat dan privasi pengguna akun....",5,Positif
Edit foto itu menjadi berdiri santai di dalam lift bergaya dengan dinding logam reflektif. Ia mengenakan outfit serba hitam: blazer oversize dan celana panjang. Memakai kacamata hitam dan memegang secangkir kopi take-away. Gaya elegan dan edgy dengan nuansa misterius. Pencahayaan redup dari lampu neon di langit-langit menciptakan bayangan halus,5,Positif
"gemini sangat membantu saya dalam pekerjaan, terutama ketika saya ingin informasi tertentu, gemini sangat mudah diandalkan. gemini mampu menjawab pertanyaan saya dengan sangat baik, apa yang gemini respon dan berikan jawaban sangat akurat. saya sangat terbantu dengan adanya gemini ai, semoga kedepan gemini menjadi lebih baik lagi",5,Positif
membuat gambar jadi orang sering kesalahan tidak sesuai nulis form sudah benar,2,Negatif
saya sangat terbantu adanya apk ini..sungguh liluar biasa..mempermudah pekerjaan saya sebagai kreator pemula,4,Netral
"sudah berlangganan tapi tidak bisa edit banyak, satu fotopun tidak bisa",1,Negatif
"suka error, saya ingin membuat sebuah gambar tetapi hasil gambar dari gemini tidak muncul",3,Netral
"Saya lihat Anda mengunggah dua gambar. Gambar pertama adalah **seorang wanita** dengan rambut hitam sebahu, mengenakan blus biru muda dengan ikatan pita di bagian depan, duduk di bawah atap dengan pilar-pilar yang dicat kuning dan cokelat. Gambar kedua adalah **seorang pria** berkemeja merah, memakai kacamata hitam, duduk di sofa dengan bantal bercorak, ada asbak dan gelas di meja depannya, dan terlihat efek cahaya/bokeh pada foto. Apakah ada pertanyaan spesifik tentang kedua gambar ini?",5,Positif
"wihh, keren jg aplikasinya penasaran deh aku gk nyangka AI macam apaan ini. ternyata apk ini sngt² membantu ya. utk kali ini semoga apk bisa berjalan lancar",4,Netral
kenapa sekarang GK bisa menghasilkan editan gambar ya apa masalahnya dari awal baik baik aja tapi sekarang bikin males mau tak hapus aja aplikasinya,4,Netral
"kepada yang terhormat admin google play, saya ingin melaporkan bahwa saldo saya baru saja di ambil oleh pihak google tanpa sepengetahuan saya, saya ingin melaporkan ini karna saya membutuhkan saldo tersebut untuk digunakan ke hal yang lebih penting dan saya tidak pernah membeli membeli item yang seperti di tebakan, saya ingin penanggung jawabannya karna saya sangat memerlukan saldo tersebut untuk kebutuhan yang lain dan lebih bermutu mohon bantuin saya agar saldo saya kembali",1,Negatif
"gemini kerennnn, masalah edit foto no 1.. app sebelah hasilnya kurang real wkwk",5,Positif
"bagus si.tapi kalau kita mau bikin gambar,gemininya kadang suka nge bug",4,Netral
saat mencoba menggunakan selalu error meminta apk untuk di update padahal apk yg terinstal sudah di update versi terbaru,3,Netral
"saat membuat gambar,banyak yang tidak sesuai dengan perintah bahkan lebih sering tidak sesuai",1,Negatif
saat mengedit tidak bisa selalu ajaa di suruh update padahal baru aja didonwload... apalikasi nya gak bsa digunakan,1,Negatif
"saya sangat suka dengan editan foto nya sangat realistis sesuai yang saya harapkan, semi kedepannya Gemini bisa lebih bagus lagi",5,Positif
ai ini sedikit tidak berguna untuk membuat sesuatu yang bagus karna harus update aplikasi berkali-kali tapi untuk belajar sangat berguna,4,Netral
"aplikasi ini keren, tpi masalah ny tiba' ada masalah bug/tidak bisa memulai percakapan",5,Positif
"berguna kok tapi, akhir² ini sering error perbaiki Gemini ini adalah aplikasi yang ku suka kumohon agar kembali normal sekian terima kasih",4,Netral
ini aplikasi eror ngk bisa buatkan saya ai. tolong lah ini aplikasi agak di update dikit biar saya bisa gunakan ai itu... kata Gemini: maaf saya belum bisa edit Poto anda tapi saya bisa mencarikan di web.. itu maksudnya apa,1,Negatif
Best Tolong langsung di edit wajah asli yg gambar di kasih Kadang gak sesuai foto yg keluar,5,Positif
"Selalu minta update untuk aplikasi suaranya,..padahal baru diinstal dan tidak ada keteranvan harus di update",2,Negatif
kok agak aneh ya di suruh update tapi pas mau update ga ada tulisan update nya coba untuk admin nya bisa di jelasin?,3,Netral
padahal udah install tapi tetap saja ad tulisan untuk update aplikasi nya pas Uda d pencet aplikasinya ngak ad tulisan buat update gimana nih?,1,Negatif
"Apakah edit gambar di batasin, kok ngga bisa edit gambar seterusnya sih, jawab",1,Negatif
"aplikasi ini selalu meminta saya untuk update berulang kali, saya sudah melakukan nya! perbaiku aplikasinya = perbaiki bintang",2,Negatif
"dibuat ngetik lemot banget jnck, mana pas udah kekirim malah ke potong teksnya, jelekkkk",1,Negatif
bagus sangat membantu.. tingkatkan profesional dalam mengedit foto dan vidio mungkin.,5,Positif
Pani setiap buka gemini hasil nya ga bisa Mulu malah di suruh update padahal baru download,1,Negatif
di punya saya gk ada fitur buat gambar sedangkan punya orang ada tolong disaya juga adakan donk fitur buat gambar.,4,Netral
mantap edit foto nya bagus banget dan GK nugu lama cuma beberapa detik,5,Positif
tidak bisa edit foto selalu muncul pembaruan tetapi tidak bisa di update,1,Negatif
"keren apk nya, mirip banget dengan Google asistent,apa memang berubah nama ya?🤔",5,Positif
bagus dan sangat berguna tapi kurangnya ketika kita mengedit foto harus itulah inilah,4,Netral
"gemini terlalu banyak membatasi fitur. dan jujur saja, itu bikin risih. karena banyak hal yang mau dilakukan di hari itu dengan gemini, tapi malah harus dibatasi di hari itu juga.",4,Netral
"saya sudah update aplikasi ketika diminta update. tapi kenapa ketika dipakai, ada notifikasi untuk update lagi..? mohon bantuannya.",1,Negatif
"kenapa edit foto saja dibatasi?? ga jelas, sudah berlangganan pun masi di atasi, trus apa gunanya",1,Negatif
